id,edit_history_tweet_ids,created_at,text,author_id
1880655687866552831,1880655687866552831,2025-01-18T16:37:11.000Z,"Ketua Umum PDIP Megawati Soekarnoputri sempat pesimis dengan program makan bergizi gratis yang dicanangkan Presiden Prabowo.

Sementara itu, berdasarkan keterangan Badan Gizi Nasional, anggaran tersebut berdasarkan perhitungan dari hasil uji coba makan bergizi gratis yang telah… https://t.co/Zbo0rqfALi https://t.co/E8GumOBBOl",917707622026928129
1880655628819165446,1880655628819165446,2025-01-18T16:36:57.000Z,@HabilIsl Hold $WOWO dapat airdrop makan siang gratis,112500656
1880655540717842742,1880655540717842742,2025-01-18T16:36:36.000Z,KALAU MBG NYA INI GUE JUGA MAU DUT BIAR GUE MUSNAHKAN BUMI INI sudah saatnya gala villain arc dimulai https://t.co/WEqjYBKhfK,1266052828742602752
1880655480122651014,1880655480122651014,2025-01-18T16:36:22.000Z,@neohistoria_id program MBG tuh B nya Bersyukur bukan bergizi 🙏🏻,1838116873331945472
1880655463207117137,1880655463207117137,2025-01-18T16:36:17.000Z,"@03__nakula Ga semua anak Indonesia bisa makan siang,  itu salah satu penyebab stunting, dan kurang gizi, oleh sebab itu di ciptakan nya makan bergizi gratis",1511016593353936896
1880655431837921654,1880655431837921654,2025-01-18T16:36:10.000Z,@tvOneNews Seneng banget liat para siswa bisa makan bergizi gratis di sekolah. Semoga nanti bisa jadi kebiasaan baik terus.,2742852227
1880655352867529019,1880655352867529019,2025-01-18T16:35:51.000Z,"Ketua Umum PDIP Megawati Soekarnoputri sempat pesimis dengan program makan bergizi gratis yang dicanangkan Presiden Prabowo.

Sementara itu, berdasarkan keterangan Badan Gizi Nasional, anggaran tersebut berdasarkan perhitungan dari hasil uji coba makan bergizi gratis yang telah… https://t.co/S6bQnFHUR9 https://t.co/goiSQHSN15",1366400664960573441
1880655094213144792,1880655094213144792,2025-01-18T16:34:49.000Z,Nah ini baru makan siang gratis https://t.co/uToRGqNdQl,1725389693758689280
1880655084234907895,1880655084234907895,2025-01-18T16:34:47.000Z,"awalnya sange liat bokep di tl, lama kelamaan muncul video si botak bahas mbg bikin turn off🥲",2683952059
1880654920967438346,1880654920967438346,2025-01-18T16:34:08.000Z,@boahamncook Hahaha..duitny dipake dev buat nambahin makan bergizi gratis,1684153100083560448
1880654709150961964,1880654709150961964,2025-01-18T16:33:18.000Z,"Gak butuh makan siang gratis, butuhnya kuliah gratis",1579001888913047552
1880654687097208997,1880654687097208997,2025-01-18T16:33:12.000Z,"gue heran, apakah semua penjilat pemerintah kalau bikin video giring opini tu selalu improper dress, kemarin ada tu cewek (gatau siapa) bilang ppn 12% ga ngaruh dan improper dress, sekarang si botak ini bikin video mbg ga pake baju. pemerintah tolol ini emang suka yg gini ya?? https://t.co/fTmAK9oH7b",1811465345603108865
1880654575600107531,1880654575600107531,2025-01-18T16:32:46.000Z,"Makan siang gratis anak sekolahan. Dapatnya lengkuas🤣
Dek yang sabar yaa...
Semoga makan siang berikutnya sdh dapat daging ayam/sapi. https://t.co/ozVTc0lcOa",52528240
1880654076205285785,1880654076205285785,2025-01-18T16:30:47.000Z,gua kalo jd gen alpha dan menerima MBG disekolah : https://t.co/SgJQNHTQsm,1565706439
1880653974803779780,1880653974803779780,2025-01-18T16:30:23.000Z,Alifurrahman Kritik Penggunaan Dana Zakat untuk Program Makan Siang Gratis: Tidak Sesuai Aturan dan Tidak Efisien https://t.co/eQeE2ZVpdv,163126674
1880653880125460542,1880653880125460542,2025-01-18T16:30:00.000Z,"Jadi Penunjang Program Makan Bergizi Gratis, Prabowo Minta Sanitasi di Sekolah Harus Bagus
https://t.co/V2NZwaZcaz",4755284968
1880653825683722337,1880653825683722337,2025-01-18T16:29:47.000Z,"@soojain @soo__cats Salam kenal nara, menjawab pertanyaan kamu kayanya kita bisa nih dapet makan siang gratis tapi nanti pajak naik 20 % ya, abis itu kehidupan kita terjungkir balik rasanya. Hardskill kita sama, lemah di graphic, gapapa nar kita bisa kuasain skill lainnya",1207920236
1880653809271386380,1880653809271386380,2025-01-18T16:29:43.000Z,"@tanyarlfes MBG ini program pemerintah biar generasi tetep bodoh.. biar gampang dikibuli bansos, dgn membunuh anak2 sekolah melalui keracunan makanan",1104029924
1880653741281759726,1880653741281759726,2025-01-18T16:29:27.000Z,"Malming Garing

YouTuber Letkol Deddy Corbuzier jadi sorotan netizens usai respons siswa SD ttg menu Makan Bergizi Gratis (MBG) yg dirasa kurang nikmat

Botak Tolol anggap sesat pikir krn membandingkan MBG dgn makanan dirumah yg diberikan ke Azka anaknya https://t.co/9oY3lMXtDy https://t.co/8YpVLawRC3",1355098085844606981
1880653490483319085,1880653490483319085,2025-01-18T16:28:27.000Z,"Makan Bergizi Gratis nih 
https://t.co/AxZ7UdXd8v",1248458933892575233
1880653425530314814,1880653425530314814,2025-01-18T16:28:12.000Z,@soojain sebenernya makan siang tuh pasti ada di kantor. bedanya ada yang gratis sama bayar. katanya di adorbs makan siang gratis kaya program pemerintah yang itu 🤭 syarat dapetnya harus tahan sama kelakuan directors kalo lagi maksi,729091719359254528
1880653321146626369,1880653321146626369,2025-01-18T16:27:47.000Z,@eleanorr234 Harusnya semua tunjangan anggota @DPR_RI di hapuskan dan di alokasikan ke makan bergizi gratis untuk anak sehat...,1840454452278611968
1880653075796693164,1880653075796693164,2025-01-18T16:26:48.000Z,"Viral! Makan Siang Gratis Isinya Lengkuas, Anak Sekolah Ini Ngadu ke Prabowo https://t.co/15gKAqeaSZ",887743587579944960
1880653023455916436,1880653023455916436,2025-01-18T16:26:36.000Z,@TsamaraDKI Ditunggu seppukunya ya kalian semua yg endorse MBG kalau sampai ada korban jiwa keracunan pakan babi gratis itu ges,1810235488005140480
1880652889452109966,1880652889452109966,2025-01-18T16:26:04.000Z,"@TsamaraDKI Setuju program MBG, tp WAJIB TRIAL DULU DI WILAYAH 3T DAN KANTONG KEMISKINAN EKSTREM, CATET !!!!",973508080846610432
1880652873811579166,1880652873811579166,2025-01-18T16:26:00.000Z,"@DokterTifa MBG itu ""Program Pembodohan Publik"".",220260447
1880652815066148923,1880652815066148923,2025-01-18T16:25:46.000Z,"@MurtadhaOne1 Ini anak suruh duduk di kelas kasih makan siang gratis dari pemerintah 
Terus liat gimana reaksinya",1144591956946722816
1880652744505401635,1880652744505401635,2025-01-18T16:25:29.000Z,"Hura hara tl X ku

Pemerintah gak jelas
Peripilus stop distribusi danmei
Influencer tua bangka mancing amarah pemain otome game
Program makan siang gratis yang 
Banyak masalah

Kemudian masalah hidupku hadeh",1774114349935984640
1880652562648670665,1880652562648670665,2025-01-18T16:24:46.000Z,"Pj gubernur meninjau MBG
https://t.co/shUqtYahtL",66585050
