,0
tuju sih,1
sih sama,1
sama program,2
presiden tapi,1
tapi dng,1
dng ada,1
ada program,1
ini juga,1
juga telah,1
telah pancing,1
pancing keluar,1
keluar nya,1
nya lintah2,1
lintah2 atau,1
atau binatang2,1
binatang2 rakus,1
rakus yang,1
yang dengan,1
dengan tega,1
tega korupsi,1
korupsi daripada,1
daripada program,1
ini sehingga,1
sehingga banyak,1
banyak sekali,1
sekali anak2,1
anak2 kita,1
kita yang,1
yang tdk,1
tdk dapat,1
dapat porsi,1
porsi gizi,1
gizi sungguh,1
kesel deh,1
deh sama,1
sama orang,1
orang tiktok,1
tiktok yang,1
yang kalau,1
kalau kasih,1
kasih tau,1
tau program,1
mbg nih,1
nih perlu,1
ulang karena,1
karena banyak,1
banyak daerah,1
daerah yang,1
enggak sesuai,2
sesuai porsi,1
porsi eh,1
eh malah,1
malah bilang,1
bilang ya,1
ya kan,1
kan namanha,1
namanha masih,1
masih uji,1
uji coba,2
coba ini,1
masih coba,1
coba astaga,1
astaga pantesan,1
pantesan nurut2,1
nurut2 saja,1
saja sama,1
enggak well,1
well prepared,1
prepared begini,1
begini wkwk,1
penasaran juga,1
juga kalau,1
menu begini,1
begini vendor,1
vendor kena,1
kena palak,1
palak dan,1
dan bayar,1
bayar upeti,1
upeti nggak,1
nggak untuk,1
untuk jadi,1
jadi supplier,1
supplier program,1
masih januari,1
januari dan,1
dan dampak,1
dampak program,3
mbg sdh,1
sdh rasa,1
rasa hm,1
hm ayo,1
ayo 2020,1
2020 wes,1
wes ngelu,1
ngelu goro,1
goro covid,1
covid 2025,1
2025 mbg,1
corbuzier kalau,1
mau protes,1
protes nah,1
nah soal,1
ini kayak,1
kayak jauh,1
jauh lebih,1
lebih penting,1
penting daripada,1
daripada ngurusin,1
ngurusin anak,1
anak ngeluh,1
ngeluh makan,1
enak di,1
di mbg,1
mbg ngomong,1
ngomong ke,1
ke prabowo,1
prabowo sama,1
sama bikin,1
video juga,1
juga marah2nya,1
marah2nya pasti,1
pasti diomongin,1
diomongin satu,1
satu indonesia,1
indonesia dan,1
dan enggak,1
enggak hujat,1
hujat yakin,1
yakin 1000,1
coba deh,1
deh anda,1
anda jadi,1
jadi tukang,1
tukang katering,1
katering 1,1
1 minggu,1
minggu saja,1
saja dengan,1
dengan duit,1
duit 11rbporsi,1
11rbporsi anda,1
anda mau,1
mau sedia,1
sedia apa,1
apa di,1
di wadah,1
wadah mbg,1
mbg sebut,1
sebut nanti,1
nanti biar,1
biar saya,1
saya yang,1
yang kritik,1
kritik paling,1
paling anda,1
anda jg,1
jg dongkol,1
dongkol dan,1
dan ngedumel,1
ngedumel duit,1
duit 11rb,1
11rb mau,1
mau minta,1
minta menu,1
menu makan,1
makan yang,2
enak ngimpi,1
ngimpi saja,1
itu sibotak,1
sibotak emang,1
emang kocak,1
kocak bet,1
bet pas,1
pas ngomongin,1
ngomongin mbg,1
sama bales,1
bales komen,1
komen yang,1
itu otak,1
otak lagi,1
lagi gencet,1
gencet otot,1
otot mungkin,1
mungkin jadi,1
jadi bego,1
mahal kak,1
kak mending,1
mending buat,1
gak ada,1
lah kocak,1
kocak anda,1
anda evaluasi,1
evaluasi katering,1
katering jg,1
jg percuma,1
percuma wong,1
wong sumber,1
sumber masalah,1
masalah awal,1
awal ada,1
di anggar,1
mbg 11rb,1
11rb rupiah,1
rupiah kok,1
kok coba,1
coba anggar,1
mbg 30rb,1
30rb rupiah,2
rupiah katering,1
katering juga,1
juga gk,1
gk bakal,1
bakal nyediain,1
nyediain makan,1
makan kya,1
kya di,1
di foto,1
foto minimal,1
minimal dengan,1
dengan anggar,1
anggar 30rb,1
rupiah menu,1
menu porsi,1
porsi tara,1
tara nasi,1
nasi kotak,2
kotak pada,1
pada umum,1
nyokap gue,1
gue sekitar,1
sekitar 30,1
30 tahun,1
tahun jual,1
jual di,1
di kantin,1
kantin sekolah,3
sekolah henti,1
henti pas,1
pas covid,1
covid nyokap,1
nyokap bilang,1
bilang klo,2
klo ada,1
ada mbg,1
mbg kantin,1
sekolah pasti,1
pasti bkl,1
bkl makin,1
makin sepi,1
sepi jadi,1
jadi kan,1
kalau pikir,1
pikir bocil,1
bocil yang,3
yang dpt,1
dpt mbg,1
mbg malah,2
malah kek,1
kek jadi,1
jadi korban,1
korban experimen,1
experimen dengan,1
yang kek,1
kek gitu,1
mbg sangat,1
sangat bagus,1
bagus tp,3
tp knp,2
knp gk,2
gk coba,2
coba dulu,2
di daerah2,1
daerah2 yang,1
paling miskinmembutuhkan,2
miskinmembutuhkan dengan,2
menu yang,2
yang benar2,2
benar2 kualitas,2
kualitas drpd,2
drpd paksa,1
paksa di,1
di seluruh,1
seluruh negeri,2
negeri tp,2
tp tdk,1
tdk kualitas,1
bisa ngasih,1
ngasih makansianggratis,1
tapi ada,1
ada guru,1
guru yang,1
yang nasib,1
nasib masih,1
masih seperti,1
seperti ini,1
ini ibarat,1
ibarat seperti,1
seperti orang,1
orang naik,1
naik haji,2
haji tapi,1
tapi orang,1
yang tinggal,1
tinggal samping,1
samping rumah,1
rumah orang,1
yang naik,1
haji sebut,1
sebut bahkan,1
bahkan untuk,1
untuk makan,1
makan seharihari,1
seharihari saja,1
saja sulit,1
sulit pungkas,1
pungkas orang,1
orang teman,1
ide mbg,1
mbg sgt,1
sgt bagus,1
di bbrp,1
bbrp daerah,1
daerah paling,1
drpd seluruh,1
tp jelek,1
hoax indonesia,1
indonesia baru,1
baru butuh,1
butuh duit,1
duit utk,1
utk mbg,1
mbg tidak,1
ada waktu,1
waktu utk,1
utk bangun,1
enggak pernah,2
pernah ngrasain,1
ngrasain mbg,1
mbg sii,1
sii para,1
para tua2,1
tua2 ini,1
ini coba,1
coba pernah,1
pernah pasti,1
pasti anteng,1
anteng makan,1
eh bego,1
bego jangan,1
jangan mbg,1
mbg mulu,1
mulu dunk,1
dunk inget,1
inget juga,1
juga ikn,1
ikn tuh,1
tuh ntar,1
ntar anjing,1
anjing gonggong,1
gonggong lho,1
mbg buat,1
buat bikin,1
bikin maju,1
maju sdm,1
sdm rakyat,1
rakyat saja,1
saja msh,1
msh di,1
di berisikin,1
berisikin kontooll,1
lepas dari,1
dari mbg,1
mbg imo,1
imo ini,1
ini bijak,1
bijak bagus,1
bagus telah,1
telah 10tahun,1
10tahun ugal,1
ugal ugalan,1
ugalan tidak,1
tidak sampe,1
sampe 2029,1
2029 hemat,1
hemat buat,1
buat bayar,1
bayar utang,1
puasa aku,1
aku bang,1
bang enggak,1
bukti gagal,1
gagal perintah,1
perintah dalam,1
dalam jamin,1
jamin sejahtera,1
sejahtera rakyat,1
rakyat itu,1
itu rakyat,1
rakyat sampe,1
sampe enggak,1
makan enak,1
enak sampe2,1
sampe2 jatah,1
jatah anak,1
anak kasih,1
ke keluarga,1
keluarga mau,1
mau sampe,1
sampe kapan,1
kapan gagal,1
gagal terus,1
terus begini,1
begini selain,1
selain program,1
mbg perintah,1
perintah juga,1
juga harus,2
harus jamin,1
jamin butuh,1
pokok jangkau,1
jangkau semua,1
semua kalang,1
dilihatin dulu,1
dulu saja,1
saja akun2,1
akun2 yang,1
masih pake,1
pake no,1
no urut,1
urut antri,1
antri mbg,1
dengan bangga,1
bangga sadar,1
sadar aku,1
aku rakyat,1
rakyat di,1
di negara,1
negara ini,1
ini lapar,1
lapar tapi,1
tapi perintah,1
perintah cuma,1
cuma mampu,1
mampu beri,1
beri makan,1
makan harga,2
harga 10k,1
10k dan,1
dan lebih,1
lebih miris,1
miris lagi,1
lagi jika,1
jika video,1
video nya,1
nya itu,2
daerah papua,1
papua yang,1
yang kekayaanya,1
kekayaanya kuras,1
kuras habis2an,1
dana apbd,1
apbd pun,1
pun mau,1
mau di,1
di sedot,1
sedot untuk,1
untuk makansianggratis,1
demi makansianggratis,1
kalau kasi,1
kasi makansianggratis,1
makansianggratis mau,1
lebih bingung,2
bingung kenapa,1
kenapa wapres,1
wapres enggak,1
enggak turun,1
turun tangan,1
tangan atau,1
atau paling,1
paling enggak,1
beri respon,1
respon apa,1
apa kek,1
kek tentang,1
tentang pagar,1
pagar laut,1
laut oh,1
oh iya,2
iya sibuk,1
sibuk dengan,1
dengan mbg,1
mbg oh,1
iya kan,1
kan anak,1
anak onoh,1
maf king,1
king ini,1
ini bukan,1
alas biar,1
biar subsidi,1
subsidi tepat,1
tepat sasar,4
sasar tapi,2
tapi tuju,1
tuju benar,1
benar sama2,1
sama2 tau,1
tau lah,1
lah kita,1
kita mau,1
mau hemat,1
hemat demi,1
mbg demi,1
demi bayarin,1
bayarin utang2,1
utang2 tinggal,1
tinggal jokowi,1
jokowi dan,1
dan segala,1
segala psnnya,1
psnnya yang,1
yang masalah,1
masalah dg,1
dg alas,1
alas yang,1
yang sama,1
sama rakyat,1
rakyat sdh,1
sdh hasil,1
hasil sulit,1
sulit beli,1
beli pertalite,1
pertalite sekarang,1
sekarang gilir,1
gilir lpg,1
lpg 3kg,4
semua buat,1
buat susah,1
susah yang,1
yang penting,2
penting makanbergizigratis,1
makanbergizigratis menteri,1
menteri banyak,1
banyak tapi,1
tapi kerja,1
kerja enggak,1
jelas dan,1
dan bikin,1
repot rakyat,1
rakyat kesel,1
kesel dah,1
itu masuk,1
masuk salah,1
satu yang,1
yang konyol,1
konyol pak,1
pak tolong,1
tolong tinjau,1
tinjau ulang,1
seteju ya,1
ya klw,1
klw begini,1
begini makan,1
makan bang,1
bang bukan,1
bukan tuju,1
tuju klw,1
klw serangga,1
serangga yang,1
yang jadi,2
jadi mbg,1
ini hrs,2
hrs bnr2,1
bnr2 awas,1
awas langsung,1
langsung klo,1
klo enggak,2
enggak banyak,1
banyak jadi,1
jadi sprti,1
sprti ini,1
ini dan,1
dan kod,1
kod oknum2,1
oknum2 ini,1
hrs proses,1
proses hukum,1
hukum dg,1
dg tegas,1
harap si,1
si efisiensi,1
efisiensi ini,2
ini udah,1
udah kalkulasi,1
kalkulasi utk,1
utk alih,1
alih ke,1
ke programprogram,1
programprogram yang,1
yang emang,1
emang signifikan,1
signifikan buat,1
buat kita,1
kita ya,1
ya tapi,1
tapi kalau,2
kalau muara,1
muara dana,1
dana efisiensi,1
ini ke,1
ke program,1
program maksa,1
banget ges,1
ges alias,1
alias mbg,1
itu super,1
super mega,1
mega big,1
big jumbo,1
jumbo gws,1
gws deh,1
deh semua,1
semua saja,1
saja kena,1
kena caplok,1
tahu enggak,1
enggak kenapa,1
kenapa lpg,1
lpg jadi,1
jadi sulit,1
sulit semua,1
semua gara2,1
gara2 program,1
enggak mutu,1
mutu makanbergizigratis,1
makanbergizigratis semua,1
semua sector,1
sector babat,1
babat hanya,1
hanya buat,1
buat program,5
jelas gin,1
gin yang,1
yang anggara,1
anggara ratus,1
ratus milyar,1
milyar bulan,1
gas langka,1
langka bensin,1
bensin swasta,1
swasta kosong,1
kosong mbg,1
mbg bapuk,1
bapuk tukin,1
tukin dosen,1
dosen enggak,1
enggak bayar,1
bayar anggur,1
anggur banyak,1
banyak jabat,1
jabat pada,1
pada banyak,1
banyak duit,1
duit enggak,1
ada hasil,1
hasil kapan,1
kapan ini,1
ini negara,1
negara enggak,1
enggak enggak,1
enggak minus,1
minus laku,1
ikn lebih,1
lebih enggak,1
enggak make,1
make sense,2
sense seperti,1
seperti paksa,1
paksa mbg,1
mbg hasil,1
hasil masih,1
masih cukup,1
cukup real,1
real dan,1
dan bisa,1
bisa dirasain,1
dirasain lgsg,1
lgsg tp,1
tp kalau,1
kalau untuk,1
untuk kualitas,1
kualitas dan,1
dan langsung,1
langsung di,1
di jangka,1
jangka panjang,2
panjang sulit,1
sulit juga,1
juga si,1
iyamultiplier effect,1
effect nya,1
nya cuman,1
cuman ke,1
ke vendor,1
vendor mbg,1
mbg mbg,1
mbg lelang,1
lelang enggak,1
enggak sihgak,1
sihgak mungkin,1
mungkin swakelola,1
swakelola kanyg,1
kanyg ambil,1
ambil vendor,1
vendor soale,1
mas yang,1
yang mau,1
mau bayar,1
bayar lho,1
lho banyak,1
banyak mas,1
mas kok,1
kok kamu,1
kamu mikir,1
mikir gratis,1
gratis makanbergizigratis,1
makanbergizigratis di,1
di nyinyirin,2
nyinyirin toll,1
toll bayar,1
bayar juga,1
juga di,1
nyinyirin trus,1
trus mau,1
mau makan,1
gizi bayar,1
bayar toll,1
toll nya,1
nya yang,3
gratis gitu,1
gitu taa,1
taa gimana,1
gimana kamu,1
kamu mas,1
mas lagipula,1
lagipula sejak,1
sejak jaman,1
jaman siapa,1
siapa toll,1
toll gratis,1
gratis mas,1
enggak tepat,1
sasar memang,1
memang sering,1
sering jadi,1
jadi tiap,1
tiap progam,1
progam kak,1
kak bijak,1
bijak anggar,1
yang batas,1
batas juga,1
juga pengaruh,1
pengaruh tapi,1
mau baik,1
baik perangkat,1
perangkat daerah,1
daerah sana,1
sana juga,1
harus bisa,1
bisa bantu,1
bantu perintah,1
perintah seleksi,1
seleksi sekolah,1
sekolah mana,1
mana yang,1
paling butuh,1
butuh mbg,1
mbg tsb,1
naik mana,1
mana hadeuh,1
hadeuh loh,1
loh ya,1
ya kalau,3
kalau memang,1
memang harus,1
harus di,2
evaluasi kembali,1
kembali program,1
ini ya,1
ya di,1
evaluasi dan,1
dan di,1
di revisi,1
revisi fokus,1
fokus mbg,1
mbg ke,2
ke daerah2x,1
daerah2x pelosok,1
pelosok daerah,1
daerah miskin,1
miskin dan,1
dan tinggal,1
tinggal yang,1
yang bener2x,1
bener2x butuh,1
alas agar,1
agar tepat,1
tapi malah,1
malah susah,1
susah rakyat,1
rakyat mbg,1
mbg apa,1
apa sudah,1
sudah tepat,1
sasar anak,1
anak orang,1
orang kaya,2
kaya naik,1
naik mobil,1
mobil alphard,1
alphard pajero,1
pajero fortuner,1
fortuner ke,1
ke sekolah,1
sekolah kasih,1
kasih mbg,1
malah jijik,1
jijik kalau,1
mbg utk,1
utk daerah,1
daerah tertinggalmiskin,1
tertinggalmiskin oke,1
oke wo,1
wo wo,1
wo gimana,1
gimana program,1
program mu,1
mu nih,1
nih menteri,1
menteri pun,1
pun bego,1
79 th,1
th indonesia,1
indonesia merdeka,1
merdeka dan,1
dan 10,1
10 thn,1
thn perintah,1
perintah jokowi,1
jokowi cuma,1
cuma bikin,1
bikin masyarakat,1
masyarakat dan,1
dan anak2,1
anak2 lapar,1
lapar kurang,1
gizi anwar,1
anwar abbas,1
abbas wantiwanti,1
wantiwanti mbg,1
mbg jangan,1
jangan sampai,1
sampai jadi,1
jadi program,1
program kenyang,1
kenyang buat,1
buat konglomerat,1
kalau saya,1
saya ajar,1
ajar indonesia,1
indonesia sdh,1
sdh jatuh,1
jatuh di,1
di tangan,1
tangan ge,1
ge sejak,1
sejak 1965,1
1965 sama,1
sama seperti,1
seperti jepang,1
jepang cara,1
cara publik,1
publik jepang,1
jepang negara,1
negara daulat,1
daulat tapi,1
tapi di,1
di belakang,1
belakang sdh,1
sdh di,1
di rante,1
rante seperti,1
seperti ekor,1
ekor kuda,1
kuda enggak,1
bisa lawan,1
lawan lawan,1
lawan tsunami,1
tsunami aceh,1
aceh mbg,1
itu agenda,1
agenda ge,1
ge tri,1
tri sehat,1
sehat tahu,1
tahu khan,1
njay tangan,1
tangan udah,1
udah siap,1
siap nabok,1
nabok orang,1
yang bilang,2
bilang makansianggratis,1
makansianggratis enggak,2
harus akar,1
akar masalah,1
masalah yang,1
yang selesai,1
selesai makansianggratis,1
itu solusi,1
solusi yang,1
yang kurang,1
kurang tepat,1
emyu mending,1
mending jadi,1
jadi rawan,1
rawan makansianggratis,1
saja kata,1
kata w,1
w mah,1
mah len,1
salah lo,1
lo ya,1
ya udah,1
udah jelas,2
jelas hapus,1
hapus program,1
mbg program,1
program paksa,1
paksa sedot,1
sedot anggar,1
anggar besar,1
besar efek,1
efek domino,1
domino nya,1
nya bahaya,1
daripada makan,1
menu makansianggratis,1
makansianggratis mending,1
mending enggak,1
enggak makan,1
makan lagi,1
lagi 6,1
6 hari,1
enggak nyampe,1
nyampe kantor,1
kantor ya,1
ya gitu,1
biar apa,1
apa ya,1
ya biar,1
biar kita,2
kita gantung,1
gantung ke,1
ke bansos,1
bansos lg,1
lg lhaa,1
lhaa biar,1
kita dukung,1
dukung tu,1
tu program,1
mbg soal,1
soal gas,1
gas langkaaaa,1
langkaaaa jd,1
jd gabisa,1
gabisa masak,1
masak lagu,1
lagu lama,1
lama inimah,1
takut suruh,1
suruh makansianggratis,1
semua demi,1
demi anak,1
anak makansianggratis,1
makansianggratis tp,1
tp bikin,1
bikin orang,1
orang tua,2
tua yang,1
yang kerepot,1
kerepot awokwokwokwok,1
aku lanhsung,1
lanhsung keinget,1
keinget bajnaj,1
bajnaj kakk,1
kakk dan,1
dan topik,1
topik ttg,1
ttg mbg,1
itu pdhl,1
pdhl bagus,1
bagus naikin,1
naikin awareness,1
awareness biar,1
biar enggak,1
enggak iya,1
iya iya,1
iya sm,1
sm program,1
yang kagak,2
kagak jelas,1
enggak bnr,1
bnr banyak,1
yang picky,1
picky eater,1
eater jadi,1
jadi food,1
food waste,1
waste kalau,1
kalau misal,1
misal pakai,1
pakai sekala,1
sekala prioritas,1
prioritas sih,1
sih mas,1
mas oke,1
oke ya,1
ya sebar,1
sebar ke,1
ke daerah,1
daerah tinggal,2
tinggal dan,1
dan anakanak,1
anakanak yang,2
yang butuh,1
butuh lebih,1
lebih ada,1
ada manfaat,1
manfaat aneh,1
aneh jg,1
jg didik,1
didik dan,1
dan sehat,1
sehat enggak,1
masuk prioritas,1
prioritas gmn,1
gmn si,1
si pikir,1
pikir heran,1
kata gue,1
gue mah,1
mah sumpah,1
sumpah dah,1
dah udah,1
udah berhentiin,1
berhentiin saja,1
saja makansianggratis,1
makansianggratis ini,1
ini pls,2
uang dipake,1
dipake program,1
moga besok,1
besok sudah,1
sudah di,2
di realisasi,1
realisasi makanbergizigratis,1
makanbergizigratis dengan,1
menu baru,1
baru belalang,1
belalang ulat,1
ulat sagu,1
sagu bagaimana,1
bagaimana dengan,1
dengan daerah,1
daerah kalian,1
kalian ni,1
ni aki2,1
aki2 kelas,1
kelas berapa,1
berapa emang,1
jangan garagara,1
garagara mbg,1
mbg ceban,1
ceban tapi,1
tapi beban,1
beban rakyat,1
rakyat tambah,1
tambah pajak,1
naik gas,1
gas melon,1
melon 3,1
3 kg,1
kg jadi,1
jadi 25,1
25 rb,1
rb bpjs,1
bpjs sulit,1
sulit sembako,1
sembako mahal,1
mahal ongkos,1
ongkos transport,1
transport naik,1
naik ok,1
ok gas,2
gas ok,1
namun nyata,1
nyata mbg,1
mbg sering,1
sering jebak,1
jebak dalam,1
dalam rutinitas,1
rutinitas yang,1
yang hanya,1
hanya isi,1
isi perut,1
perut bukan,1
bukan selesai,1
masalah sungguh,1
enggak boleh,1
boleh gitu,1
gitu nanti,1
nanti enggak,1
dulu zaman,1
zaman sby,1
sby minyak,1
minyak tanah,1
tanah konversi,1
konversi dengan,1
dengan lpg,1
3kg rakyat,1
rakyat manut,1
manut sekarang,1
sekarang lpg,1
3kg salur,1
salur khusus,1
khusus untuk,1
untuk yang,1
yang duit,1
duit karena,1
karena perintah,1
perintah butuh,1
butuh dana,1
dana tunai,1
tunai buat,1
program psn,1
psn mbg,1
mbg jadi,1
jadi rakyat,1
rakyat harus,1
harus manut,1
manut klo,1
enggak duit,1
duit jgn,1
jgn harap,1
harap bisnis,1
bisnis lpg,1
bijak perintah,1
perintah ini,1
enggak koheren,1
koheren sama,1
sama sekali,1
sekali gw,1
gw ngebayangin,1
ngebayangin reaksi,1
reaksi anut,1
anut ideologi,1
ideologi kayak,1
kayak pro,1
pro kiri,1
kiri makansianggratis,1
makansianggratis keren,1
keren ppn,1
ppn naik,1
naik make,1
sense perlu,1
perlu untuk,1
untuk support,1
support program,1
program lpg,1
lpg subsidi,1
subsidi batas,1
batas lah,1
jdi si,1
si biskita,1
biskita henti,1
henti dulu,1
dulu krn,1
krn prioritasin,1
prioritasin program,1
makansianggratis putus,1
putus pemda,1
pemda kah,1
di challenge,1
challenge memang,1
memang gagas,1
gagas makansianggratis,1
gede ego,1
ego lu,1
lu daripada,1
daripada budget,1
budget makansianggratis,1
udah makan,1
makan blom,1
blom makanbergizigratis,1
sy kok,1
kok enggak,1
enggak yakin,1
yakin ini,1
ini hemat,1
hemat cm,1
cm alih,1
alih alokasi,1
alokasi anggar,1
anggar ke,1
ke tempat,1
tempat lain,1
lain untuk,1
untuk nambah,1
nambah mbg,1
mbg kah,1
lama kampanye,1
kampanye banyak,1
banyak yang,1
yang kliatan,1
kliatan asal,1
asal bunyi,1
bunyi dan,1
dan akhir,1
akhir tunda,1
tunda nah,1
nah mbg,1
mbg doang,1
doang yang,1
di push,1
push arti,1
arti kan,1
kan udh,1
udh siap,1
ya kantin,1
kantin emang,1
emang bisnis,1
bisnis tp,1
tp beda,1
beda level,1
level sama,1
sama mitra,1
mitra di,1
di program,2
mbg dan,4
dan yang,2
yang pasti,1
pasti klo,1
klo kantin,1
kantin klo,1
klo di,1
di lingkung,1
lingkung sekolah,1
sekolah jd,1
jd daya,1
daya usaha,1
usaha yang,1
yang udah,1
udah ada,1
ada tp,1
tp baik,1
baik lagi,1
lagi standar,1
standar ada,1
ada kok,1
kok standar,1
standar kantin,1
kantin sehat,1
sehat harus,1
harus gimana,1
tanya satu,1
satu uang,1
uang dari,1
dari mana,3
mana sedang,1
sedang untuk,1
mbg saja,2
saja presiden,1
presiden utang,1
utang kemanamana,1
kemanamana apakah,1
apakah barter,1
barter dengan,1
dengan proyek,1
proyek reklamasi,1
reklamasi 9,1
9 naga,1
naga dua,1
dua bagaimana,1
bagaimana cara,1
cara nelayan,1
nelayan pantai,1
pantai utara,1
utara jawa,1
jawa dari,1
dari banten,1
banten hingga,1
hingga jawa,1
jawa timur,1
timur laut,1
laut kalau,1
kalau di,1
di depan,1
depan laut,1
laut ada,1
ada tanggul,1
tanggul raksasa,1
raksasa tiga,1
tiga apakah,1
apakah benar,1
perintah lg,1
lg ngaco,1
ngaco krn,1
krn mungkin,1
mungkin besar,1
besar buat,1
buat ain,1
ain dana,1
makanbergizigratis tau,1
tau sendiri,1
sendiri lah,1
lah bau2nya,1
bau2nya program,1
program itu,1
itu butuh,1
butuh cash,1
cash besar,1
besar jadi,1
jadi dicaricari,1
dicaricari sumber,1
sumber dari,1
mana salah,1
satu sasar,1
sasar ya,1
ya lpg,1
lpg melon,1
melon pada,1
saat masyarakat,1
masyarakat sudah,1
sudah gantung,1
gantung justru,1
justru sulit,1
sulit nama,1
ntar juga,1
juga jadi,1
jadi hutan,1
hutan lagi,1
lagi mending,1
mending duit,1
duit buat,1
buat biaya,1
biaya mbg,1
bilang makan,1
makan mbg,3
mbg gaenak,1
gaenak gmn,1
gmn om,1
orang bisa,1
bisa enggak,1
enggak dana,1
dana nya,2
nya potong,1
potong buat,1
benar simple,1
simple saja,1
saja kok,1
kok pasrah,1
pasrah ke,1
ke kantin,1
sekolah sdh,1
sdh beres,1
beres kantin,1
kantin sdh,1
sdh punya,2
punya alat,1
alat masak,1
masak lokasi,1
lokasi pasti,1
pasti sdh,1
sdh deket,1
deket sekolahlha,1
sekolahlha ini,1
laksana mbg,1
enggak tahu,1
tahu apakah,1
apakah sdh,1
sdh alam,1
alam kelola,1
kelola catering,1
catering apa,1
apa blm,1
blm sdh,1
punya 0eralatan,1
0eralatan yang,1
yang pada,1
pada atau,1
atau blm,1
blm belum,1
belum juga,1
juga lokasi,1
lokasi jauh,1
letkol tituler,1
tituler urus,1
urus komunikasi,1
komunikasi ketrigger,1
ketrigger sama,1
sama bocil,1
kagak suka,1
suka ayam,1
ayam mbg,1
andai si,1
si dc,1
dc di,1
di posisi,1
posisi org,1
org banyak,1
banyak dan,1
dan anak,1
anak masuk,1
masuk terima,1
terima program,1
dan bukan,1
bukan influencer,1
influencer masih,1
masih dia,1
dia akan,1
akan mmbully,1
yang bikin,1
bikin sesat,1
sesat adalah,1
adalah nama,1
makansianggratis padahal,1
padahal itu,1
itu anggar,1
dari kita2,1
kita2 juga,1
juga tapi,1
tapi mereka,1
mereka branding,1
branding seolah2,1
seolah2 bener2,1
bener2 gratis,1
lah elu,1
elu kocak,1
kocak kan,1
konsep hilir,1
hilir nambah,1
nambah pasu,1
pasu pajak,1
pajak ya,1
ya pajak,1
pajak di,1
di guna,1
guna untuk,1
mbg lagi,1
lagi kan,1
kan mbg,1
itu masih,1
masih tahap,1
tahap uji,1
coba masih,1
masih sesuai,1
sesuai gada,1
gada hubung,1
hubung hilirasi,1
hilirasi sama,1
sama mbg,1
mbg kocak,1
kocak kocak,1
kocak pusing,1
pusing bet,1
bet ngeladenin,1
ngeladenin anak,1
anak abah,2
mungkin maksud,1
maksud bang,1
bang dedi,1
dedi coanak,1
coanak jangan,1
jangan manjaterhadap,1
manjaterhadap makan,1
makan gratisyg,1
gratisyg sudah,1
di berikanmemang,1
berikanmemang kalau,1
kalau orang,1
kaya dan,1
dan beradaanaknyaengga,1
beradaanaknyaengga bakal,1
bakal mau,1
mau menunyalokalbeda,1
menunyalokalbeda sama,1
sama anakdesadapat,1
anakdesadapat mbggirang,1
ini lagi,1
lagi duit,1
duit jajan,1
jajan gratis,2
gratis program,1
program angan,1
angan angan,1
angan lo,1
lo itu,1
itu enggak,2
akal orang,1
orang program,1
saja perintah,1
perintah masih,1
masih bingung,1
bingung nombokin,1
nombokin anggar,1
anggar malah,1
malah jajan,1
gratis kalau,1
kalau gaenak,1
gaenak itu,1
itu ya,1
ya solusi,1
solusi menu,1
yang rubah,1
rubah atau,1
atau vendor,1
yang perlu,1
perlu dievalusi,1
tbh aku,1
aku jg,1
jg smpt,1
smpt mikir,1
mikir klo,1
klo program,1
ini tuh,2
tuh manfaat,1
manfaat buat,1
buat anakanak,1
yang jarang,1
jarang dibekelin,1
dibekelin sama,1
sama ortunya,1
ortunya coba,1
coba dah,1
dah cek,1
cek twit,1
twit lama,1
lama gue,1
gue cm,1
cm klo,1
klo pikir,1
pikir lagi,1
lagi dampak,1
tuh pendek,1
pendek banget,1
banget cuy,1
cuy hari,1
hari ini,1
ini mereka,1
mereka bs,1
bs makan,1
makan bsk,1
bsk siapa,1
yang jamin,1
jamin mrk,1
mrk masih,1
masih bs,1
bs sekolah,1
sekolah damn,1
damn sedih,1
makanya gue,1
gue cuma,1
cuma bs,1
bs bilang,1
bilang mbg,1
dan rumah,1
rumah mah,1
mah bocah,1
bocah saja,1
saja yang,1
yang gaya,1
gaya hipster,1
kemarin kata,1
kata mau,1
mau nggeplak,1
nggeplak bocil,1
protes program,1
mbg sekarang,1
sekarang malah,1
malah d,1
d semprot,1
semprot bocil,1
bocil malu,1
malu cikkk,1
pres larang,1
larang gelisah,1
gelisah krn,1
krn pres,1
pres org,1
org pintar,1
pintar punya,1
punya staf,1
staf hebat2,1
hebat2 kalau,1
kalau masih,1
masih mikir,1
mikir dana,1
dan rapbn,1
rapbn tekor,1
tekor arti,1
arti salah,1
salah perenc,1
perenc prog,1
prog evaluasi,1
evaluasi n,1
n tajam,1
tajam skala,1
skala prioritas,1
prioritas misal,1
misal mbg,1
mbg hnya,1
hnya fokus,1
fokus di,1
tinggal miskin,1
miskin dalam,1
dalam wil,1
wil pencil,1
pencil siswa,1
siswa lain,1
lain makan,1
makan bekal,1
bekal sendiri,1
kalau hasil,1
hasil sampe,1
sampe 5,1
5 tahun,1
tahun ke,1
ke depan,2
depan bagus,1
tp bijak,1
bijak 100,1
100 hari,1
hari pertama,1
pertama saja,1
saja questionable,1
questionable enggak,1
enggak arah,1
ke target,1
target jangka,1
panjang pake,1
pake ngomong,1
ngomong duit,1
duit pribadi,1
pribadi dipake,1
dipake buat,1
mbg gimana,1
gimana mau,1
mau ngebiayain,1
ngebiayain buka,1
